Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Cause_of_accident,Accident_severity
16:39:00,Friday,Unknown,,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:39:00,Friday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
16:44:00,Sunday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
16:44:00,Sunday,31-50,Below 1yr,Public (> 45 seats),Dry,Daylight,Normal,No distancing,Slight Injury
16:20:00,Thursday,Over 51,,,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
18:49:00,Wednesday,Under 18,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
18:49:00,Wednesday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
8:18:00,Friday,18-30,Above 10yr,Other,Dry,Daylight,Normal,Moving Backward,Slight Injury
8:18:00,Friday,Over 51,Above 10yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
9:31:00,Monday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Serious Injury
16:30:00,Friday,31-50,Above 10yr,Taxi,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
21:00:00,Thursday,18-30,Above 10yr,Other,Dry,Darkness - no lighting,Unknown,Changing lane to the right,Slight Injury
21:00:00,Thursday,Unknown,Above 10yr,Public (12 seats),Dry,Darkness - no lighting,Unknown,No distancing,Slight Injury
18:00:00,Friday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
20:13:00,Monday,Under 18,2-5yr,Automobile,Wet or damp,Daylight,Raining,Getting off the vehicle improperly,Slight Injury
20:13:00,Monday,31-50,Below 1yr,Public (13?45 seats),Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
4:45:00,Saturday,18-30,Below 1yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
4:45:00,Saturday,Unknown,2-5yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
8:12:00,Thursday,18-30,Below 1yr,Lorry (11?40Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
9:45:00,Thursday,Unknown,Below 1yr,Motorcycle,Dry,Daylight,Normal,No distancing,Slight Injury
9:45:00,Thursday,18-30,,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
13:24:00,Thursday,Over 51,5-10yr,Stationwagen,Dry,Daylight,Unknown,Overtaking,Slight Injury
12:42:00,Saturday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Slight Injury
11:50:00,Friday,18-30,Below 1yr,Other,Dry,Daylight,Normal,Moving Backward,Serious Injury
14:50:00,Friday,31-50,1-2yr,Other,Dry,Daylight,Unknown,No distancing,Slight Injury
14:50:00,Friday,18-30,Above 10yr,Taxi,Dry,Daylight,Unknown,Overtaking,Slight Injury
14:50:00,Friday,18-30,Above 10yr,Automobile,Dry,Daylight,Unknown,Driving carelessly,Slight Injury
14:50:00,Friday,18-30,Below 1yr,Long lorry,Dry,Daylight,Unknown,Driving carelessly,Slight Injury
16:15:00,Wednesday,Unknown,2-5yr,Long lorry,Dry,Daylight,Normal,Moving Backward,Slight Injury
16:15:00,Wednesday,Over 51,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
23:50:00,Saturday,Unknown,Above 10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,Driving to the left,Slight Injury
23:50:00,Saturday,18-30,2-5yr,Lorry (11?40Q),Wet or damp,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
15:20:00,Tuesday,Unknown,2-5yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
15:20:00,Tuesday,31-50,1-2yr,Taxi,Dry,Daylight,Normal,No distancing,Slight Injury
14:52:00,Tuesday,31-50,5-10yr,Other,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
14:52:00,Tuesday,Under 18,Below 1yr,Automobile,Dry,Daylight,Normal,Driving under the influence of drugs,Serious Injury
19:35:00,Tuesday,Over 51,Below 1yr,Automobile,Dry,Darkness - lights unlit,Normal,Changing lane to the right,Serious Injury
19:35:00,Tuesday,31-50,,Automobile,Dry,Darkness - lights unlit,Normal,Changing lane to the left,Serious Injury
17:35:00,Saturday,31-50,Below 1yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
17:35:00,Saturday,31-50,1-2yr,Public (> 45 seats),Dry,Daylight,Normal,No distancing,Slight Injury
17:35:00,Saturday,31-50,2-5yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:35:00,Saturday,31-50,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
17:35:00,Saturday,31-50,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
17:35:00,Saturday,18-30,Below 1yr,Stationwagen,Dry,Daylight,Normal,Driving to the left,Slight Injury
17:35:00,Saturday,18-30,Above 10yr,Other,Dry,Daylight,Normal,Driving to the left,Slight Injury
17:35:00,Saturday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
14:50:00,Thursday,Unknown,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
14:50:00,Thursday,18-30,5-10yr,Motorcycle,Dry,Daylight,Normal,Overtaking,Slight Injury
16:40:00,Tuesday,31-50,5-10yr,Automobile,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
19:04:00,Thursday,18-30,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
20:36:00,Thursday,18-30,Above 10yr,Motorcycle,Dry,Darkness - lights lit,Normal,Driving under the influence of drugs,Fatal injury
19:51:00,Thursday,31-50,5-10yr,Stationwagen,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
19:51:00,Thursday,18-30,1-2yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
15:51:00,Thursday,31-50,5-10yr,Taxi,Dry,Daylight,Other,Changing lane to the left,Slight Injury
16:30:00,Friday,Unknown,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
16:30:00,Friday,31-50,Below 1yr,Long lorry,Dry,Daylight,Normal,No distancing,Serious Injury
14:36:00,Thursday,Unknown,Below 1yr,Automobile,Dry,Daylight,Normal,Driving at high speed,Slight Injury
14:36:00,Thursday,Over 51,5-10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
13:50:00,Thursday,Over 51,5-10yr,Lorry (11?40Q),Dry,Daylight,Normal,No priority to vehicle,Serious Injury
13:50:00,Thursday,18-30,1-2yr,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Serious Injury
17:19:00,Monday,31-50,,Lorry (41?100Q),Dry,Daylight,Normal,Turnover,Slight Injury
10:40:00,Sunday,31-50,Above 10yr,Other,Dry,Daylight,Normal,No distancing,Slight Injury
10:40:00,Sunday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
23:31:00,Saturday,31-50,,Long lorry,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
23:31:00,Saturday,18-30,Above 10yr,Lorry (11?40Q),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
6:59:00,Wednesday,Over 51,2-5yr,Long lorry,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
16:30:00,Thursday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
16:30:00,Thursday,18-30,Below 1yr,Taxi,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:30:00,Thursday,31-50,5-10yr,Taxi,Dry,Daylight,Normal,No distancing,Slight Injury
11:05:00,Saturday,31-50,Above 10yr,Long lorry,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
8:48:00,Wednesday,18-30,5-10yr,Lorry (11?40Q),Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
8:48:00,Wednesday,18-30,1-2yr,Lorry (11?40Q),Wet or damp,Daylight,Raining,No priority to vehicle,Slight Injury
8:47:00,Tuesday,31-50,,Long lorry,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
8:47:00,Tuesday,31-50,1-2yr,Turbo,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
8:47:00,Tuesday,31-50,1-2yr,Long lorry,Wet or damp,Daylight,Raining,No distancing,Slight Injury
22:20:00,Monday,18-30,1-2yr,Long lorry,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
22:20:00,Monday,Unknown,5-10yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
15:00:00,Monday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Serious Injury
11:57:00,Saturday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
11:57:00,Saturday,18-30,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
11:54:00,Saturday,18-30,Above 10yr,,Dry,Daylight,Normal,No distancing,Slight Injury
11:54:00,Saturday,18-30,5-10yr,Stationwagen,Dry,Daylight,Normal,Overturning,Slight Injury
21:00:00,Monday,18-30,Below 1yr,,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
21:00:00,Monday,Unknown,Above 10yr,Automobile,Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
14:23:00,Wednesday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
14:23:00,Wednesday,31-50,Above 10yr,Long lorry,Dry,Daylight,Normal,Moving Backward,Slight Injury
8:30:00,Wednesday,31-50,5-10yr,Public (13?45 seats),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
8:30:00,Wednesday,18-30,1-2yr,Public (13?45 seats),Wet or damp,Daylight,Raining,Overspeed,Slight Injury
14:37:00,Saturday,18-30,1-2yr,Lorry (11?40Q),Dry,Daylight,Normal,Driving under the influence of drugs,Serious Injury
14:37:00,Saturday,18-30,1-2yr,Lorry (11?40Q),Dry,Daylight,Normal,Driving carelessly,Serious Injury
15:51:00,Monday,18-30,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Slight Injury
15:51:00,Monday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
12:40:00,Saturday,Over 51,2-5yr,Automobile,Dry,Daylight,Normal,Overspeed,Serious Injury
11:01:00,Wednesday,Over 51,Above 10yr,Automobile,Wet or damp,Daylight,Raining,Driving under the influence of drugs,Slight Injury
11:01:00,Wednesday,Over 51,2-5yr,Long lorry,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
17:41:00,Wednesday,18-30,No Licence,Long lorry,Wet or damp,Darkness - lights unlit,Normal,Changing lane to the right,Slight Injury
17:41:00,Wednesday,Over 51,1-2yr,Automobile,Wet or damp,Darkness - lights unlit,Normal,Changing lane to the right,Slight Injury
16:55:00,Thursday,18-30,5-10yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
10:30:00,Saturday,18-30,1-2yr,,Wet or damp,Daylight,Raining,Moving Backward,Slight Injury
18:20:00,Wednesday,Under 18,Above 10yr,Other,Dry,Daylight,Normal,No distancing,Serious Injury
18:20:00,Wednesday,Under 18,1-2yr,Special vehicle,Dry,Daylight,Normal,Overspeed,Serious Injury
17:22:00,Monday,31-50,1-2yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
16:19:00,Friday,31-50,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Driving carelessly,Slight Injury
20:43:00,Sunday,Under 18,1-2yr,Lorry (11?40Q),Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
20:43:00,Sunday,18-30,1-2yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
22:35:00,Wednesday,18-30,Above 10yr,Motorcycle,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
22:35:00,Wednesday,18-30,Above 10yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
22:35:00,Wednesday,18-30,Above 10yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
5:50:00,Wednesday,31-50,Above 10yr,Automobile,Wet or damp,Darkness - lights lit,Raining,No priority to vehicle,Slight Injury
5:50:00,Wednesday,Unknown,1-2yr,Stationwagen,Wet or damp,Darkness - lights lit,Raining,Changing lane to the left,Slight Injury
9:22:00,Monday,Over 51,5-10yr,,Dry,Daylight,Normal,Moving Backward,Slight Injury
9:22:00,Monday,18-30,2-5yr,Public (> 45 seats),Dry,Daylight,Normal,Driving carelessly,Slight Injury
9:26:00,Wednesday,Unknown,2-5yr,Public (> 45 seats),Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
9:26:00,Wednesday,31-50,5-10yr,Stationwagen,Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
13:40:00,Sunday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
13:40:00,Sunday,Over 51,2-5yr,Bicycle,Dry,Daylight,Normal,No distancing,Slight Injury
13:40:00,Sunday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,Overturning,Slight Injury
4:38:00,Saturday,18-30,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
4:38:00,Saturday,Over 51,Above 10yr,Automobile,Dry,Darkness - lights lit,Normal,Drunk driving,Slight Injury
2:32:00,Thursday,18-30,2-5yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,Moving Backward,Serious Injury
2:32:00,Thursday,18-30,2-5yr,Special vehicle,Dry,Darkness - lights lit,Normal,No priority to pedestrian,Serious Injury
19:00:00,Tuesday,Unknown,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Other,Changing lane to the left,Slight Injury
19:00:00,Tuesday,Under 18,1-2yr,Public (13?45 seats),Wet or damp,Darkness - lights lit,Other,Changing lane to the left,Slight Injury
13:38:00,Friday,Over 51,5-10yr,,Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
7:53:00,Thursday,18-30,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,No distancing,Slight Injury
7:53:00,Thursday,18-30,1-2yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
7:53:00,Thursday,Over 51,1-2yr,Public (12 seats),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
20:13:00,Tuesday,31-50,No Licence,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,Moving Backward,Serious Injury
16:28:00,Tuesday,Over 51,5-10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Driving at high speed,Slight Injury
16:28:00,Tuesday,Under 18,1-2yr,Public (12 seats),Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
16:28:00,Tuesday,Unknown,2-5yr,Public (> 45 seats),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
0:55:00,Saturday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Serious Injury
0:55:00,Saturday,18-30,,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
0:55:00,Saturday,18-30,,Stationwagen,Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
18:30:00,Monday,18-30,2-5yr,Other,Dry,Darkness - lights lit,Normal,No distancing,Serious Injury
18:30:00,Monday,18-30,Above 10yr,,Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
18:30:00,Monday,31-50,Above 10yr,Automobile,Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
8:15:00,Tuesday,31-50,,Stationwagen,Dry,Daylight,Normal,Driving carelessly,Serious Injury
8:15:00,Tuesday,31-50,Above 10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
18:26:00,Monday,18-30,,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Overturning,Slight Injury
18:26:00,Monday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
18:26:00,Monday,31-50,Above 10yr,,Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
0:10:00,Saturday,18-30,Above 10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Serious Injury
0:10:00,Saturday,18-30,,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Overturning,Serious Injury
0:10:00,Saturday,31-50,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
0:10:00,Saturday,Over 51,Above 10yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
0:10:00,Saturday,Over 51,Below 1yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Driving at high speed,Serious Injury
0:10:00,Saturday,Unknown,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the left,Serious Injury
8:13:00,Wednesday,31-50,2-5yr,Other,Wet or damp,Daylight,Raining and Windy,Driving carelessly,Slight Injury
8:13:00,Wednesday,31-50,5-10yr,,Wet or damp,Daylight,Raining and Windy,No distancing,Slight Injury
8:13:00,Wednesday,31-50,,Automobile,Wet or damp,Daylight,Raining and Windy,Moving Backward,Slight Injury
17:46:00,Monday,18-30,Below 1yr,Motorcycle,Wet or damp,Darkness - lights lit,Raining and Windy,No priority to pedestrian,Slight Injury
17:46:00,Monday,31-50,Above 10yr,Automobile,Wet or damp,Darkness - lights lit,Raining and Windy,Moving Backward,Slight Injury
2:40:00,Saturday,Unknown,Below 1yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
2:40:00,Saturday,Unknown,5-10yr,Public (12 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
13:00:00,Saturday,31-50,5-10yr,Long lorry,Wet or damp,Daylight,Normal,Drunk driving,Slight Injury
13:00:00,Saturday,31-50,,,Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
13:00:00,Saturday,31-50,1-2yr,Automobile,Wet or damp,Daylight,Normal,Driving carelessly,Slight Injury
13:00:00,Saturday,31-50,5-10yr,Public (> 45 seats),Wet or damp,Daylight,Normal,Driving to the left,Slight Injury
13:00:00,Saturday,31-50,5-10yr,Pick up upto 10Q,Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
13:00:00,Saturday,31-50,5-10yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
13:00:00,Saturday,Over 51,5-10yr,Automobile,Wet or damp,Daylight,Normal,Driving carelessly,Slight Injury
22:30:00,Saturday,18-30,Above 10yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
22:30:00,Saturday,Unknown,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
17:35:00,Saturday,31-50,No Licence,Public (> 45 seats),Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
17:35:00,Saturday,31-50,Below 1yr,Public (12 seats),Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
17:35:00,Saturday,Unknown,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
12:00:00,Thursday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
12:00:00,Thursday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
9:10:00,Wednesday,Unknown,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:35:00,Friday,18-30,5-10yr,Public (12 seats),Dry,Daylight,Normal,No priority to vehicle,Serious Injury
22:08:00,Tuesday,31-50,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Moving Backward,Slight Injury
22:08:00,Tuesday,18-30,5-10yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Moving Backward,Slight Injury
7:01:00,Thursday,31-50,Above 10yr,Automobile,Wet or damp,Darkness - lights lit,Raining,No distancing,Serious Injury
22:26:00,Saturday,31-50,1-2yr,Stationwagen,Wet or damp,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
22:26:00,Saturday,Under 18,Below 1yr,Other,Wet or damp,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
8:25:00,Thursday,Under 18,1-2yr,Other,Wet or damp,Daylight,Windy,Moving Backward,Slight Injury
8:25:00,Thursday,Under 18,5-10yr,Other,Wet or damp,Daylight,Windy,Driving carelessly,Slight Injury
22:06:00,Wednesday,Unknown,Above 10yr,Public (13?45 seats),Wet or damp,Darkness - lights lit,Windy,Driving under the influence of drugs,Slight Injury
22:06:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Windy,No distancing,Slight Injury
17:20:00,Thursday,Under 18,2-5yr,Public (12 seats),Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
17:20:00,Thursday,Over 51,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
14:50:00,Saturday,Unknown,Above 10yr,Automobile,Wet or damp,Daylight,Normal,Driving to the left,Slight Injury
14:50:00,Saturday,18-30,2-5yr,Stationwagen,Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
10:00:00,Tuesday,18-30,Below 1yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
10:00:00,Tuesday,Unknown,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
12:05:00,Saturday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
12:05:00,Saturday,31-50,2-5yr,Public (> 45 seats),Dry,Daylight,Normal,Moving Backward,Slight Injury
16:30:00,Monday,31-50,Above 10yr,Public (12 seats),Wet or damp,Darkness - lights lit,Other,Changing lane to the right,Serious Injury
21:00:00,Saturday,Unknown,Above 10yr,Other,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
